tree	llh	pi_0	pi_1	pi_2	pi_3	pi_4	f_0_0	f_0_1	f_0_2	f_0_3	f_0_4	f_1_0	f_1_1	f_1_2	f_1_3	f_1_4
17	-372.1088562011719	-1	0	3	1	3	0.44545453786849976	0.23157894611358643	0.008829087018966675	0.10374876856803894	0.09491965174674988	0.4098360538482666	0.1666666716337204	0.021739130839705467	0.0784313753247261	9.999999974752427e-07
18	-372.2046813964844	-1	0	4	0	0	0.44545453786849976	0.23157894611358643	0.01923076994717121	0.0736842080950737	0.12173912674188614	0.4098360538482666	0.1666666716337204	0.00898994505405426	0.0784313753247261	0.00898994505405426
19	-372.2046813964844	-1	0	4	0	1	0.44545453786849976	0.23157894611358643	0.01923076994717121	0.0736842080950737	0.12173912674188614	0.4098360538482666	0.1666666716337204	0.00898994505405426	0.0784313753247261	0.00898994505405426
20	-372.2046813964844	-1	0	4	1	0	0.44545453786849976	0.23157894611358643	0.01923076994717121	0.0736842080950737	0.12173912674188614	0.4098360538482666	0.1666666716337204	0.00898994505405426	0.0784313753247261	0.00898994505405426
21	-372.2046813964844	-1	0	4	1	1	0.44545453786849976	0.23157894611358643	0.01923076994717121	0.0736842080950737	0.12173912674188614	0.4098360538482666	0.1666666716337204	0.00898994505405426	0.0784313753247261	0.00898994505405426
22	-372.8894348144531	-1	0	4	0	3	0.44545453786849976	0.23157894611358643	0.01923076994717121	0.09875549376010895	0.09875549376010895	0.4098360538482666	0.1666666716337204	0.00898994505405426	0.0784313753247261	0.00898994505405426
23	-372.8894348144531	-1	0	4	1	3	0.44545453786849976	0.23157894611358643	0.01923076994717121	0.09875549376010895	0.09875549376010895	0.4098360538482666	0.1666666716337204	0.00898994505405426	0.0784313753247261	0.00898994505405426
24	-374.24664306640625	-1	0	0	2	0	0.44545453786849976	0.23157894611358643	0.04160672426223755	0.04160672426223755	0.12173912674188614	0.409836083650589	0.1666666716337204	0.046966880559921265	0.046966880559921265	9.999999974752427e-07
25	-374.24664306640625	-1	0	0	2	1	0.44545453786849976	0.23157894611358643	0.04160672426223755	0.04160672426223755	0.12173912674188614	0.4098360538482666	0.1666666716337204	0.046966880559921265	0.046966880559921265	9.999999974752427e-07
26	-374.24664306640625	-1	0	1	2	0	0.44545453786849976	0.23157894611358643	0.04160672426223755	0.04160672426223755	0.12173912674188614	0.4098360538482666	0.1666666716337204	0.046966880559921265	0.046966880559921265	9.999999974752427e-07
27	-374.24664306640625	-1	0	1	2	1	0.44545453786849976	0.23157894611358643	0.04160672426223755	0.04160672426223755	0.12173912674188614	0.4098360538482666	0.1666666716337204	0.046966880559921265	0.046966880559921265	9.999999974752427e-07
28	-375.6332092285156	-1	0	0	0	2	0.44545453786849976	0.23157894611358643	0.06321549415588379	0.0736842080950737	0.06321555376052856	0.4098360538482666	0.1666666716337204	0.021739130839705467	0.0784313753247261	9.999999974752427e-07
29	-375.6332092285156	-1	0	1	0	2	0.44545453786849976	0.23157894611358643	0.06321549415588379	0.0736842080950737	0.06321555376052856	0.4098360538482666	0.1666666716337204	0.021739130839705467	0.0784313753247261	9.999999974752427e-07
30	-375.6332092285156	-1	0	0	1	2	0.44545453786849976	0.23157894611358643	0.06321549415588379	0.0736842080950737	0.06321555376052856	0.4098360538482666	0.1666666716337204	0.021739130839705467	0.0784313753247261	9.999999974752427e-07
31	-375.6332092285156	-1	0	1	1	2	0.44545453786849976	0.23157894611358643	0.06321549415588379	0.0736842080950737	0.06321555376052856	0.4098360538482666	0.1666666567325592	0.021739130839705467	0.0784313753247261	9.999999974752427e-07
32	-375.6332092285156	-1	0	3	0	2	0.44545453786849976	0.23157894611358643	0.06321549415588379	0.0736842080950737	0.06321555376052856	0.4098360538482666	0.1666666716337204	0.021739130839705467	0.0784313753247261	9.999999974752427e-07
33	-375.6332092285156	-1	0	3	1	2	0.44545453786849976	0.23157894611358643	0.06321549415588379	0.0736842080950737	0.06321555376052856	0.4098360538482666	0.1666666716337204	0.021739130839705467	0.0784313753247261	9.999999974752427e-07
34	-377.1235046386719	-1	0	0	4	0	0.44545453786849976	0.23157894611358643	0.01923076994717121	0.0736842080950737	0.12173912674188614	0.4098360538482666	0.1666666716337204	0.021739130839705467	0.025059819221496582	0.025059878826141357
35	-377.1235046386719	-1	0	1	4	0	0.44545453786849976	0.23157894611358643	0.01923076994717121	0.0736842080950737	0.12173912674188614	0.4098360538482666	0.1666666716337204	0.021739130839705467	0.025059819221496582	0.025059878826141357
36	-377.1235046386719	-1	0	3	4	0	0.44545453786849976	0.23157894611358643	0.01923076994717121	0.0736842080950737	0.12173912674188614	0.4098360538482666	0.1666666716337204	0.021739130839705467	0.025059819221496582	0.025059878826141357
37	-377.1235046386719	-1	0	0	4	1	0.44545453786849976	0.23157894611358643	0.01923076994717121	0.0736842080950737	0.12173912674188614	0.4098360538482666	0.1666666716337204	0.021739130839705467	0.025059819221496582	0.025059878826141357
38	-377.1235046386719	-1	0	1	4	1	0.44545453786849976	0.23157894611358643	0.01923076994717121	0.0736842080950737	0.12173912674188614	0.4098360538482666	0.1666666716337204	0.021739130839705467	0.025059819221496582	0.025059878826141357
39	-377.1235046386719	-1	0	3	4	1	0.44545453786849976	0.23157894611358643	0.01923076994717121	0.0736842080950737	0.12173912674188614	0.4098360538482666	0.1666666716337204	0.021739130839705467	0.025059819221496582	0.025059878826141357
40	-377.32147216796875	-1	0	0	2	3	0.44545453786849976	0.23157894611358643	0.06679201126098633	0.06679205596446991	0.0667920708656311	0.4098360538482666	0.1666666716337204	0.046966880559921265	0.046966880559921265	9.999999974752427e-07
41	-377.32147216796875	-1	0	1	2	3	0.44545453786849976	0.23157894611358643	0.06679201126098633	0.06679205596446991	0.0667920708656311	0.4098360538482666	0.1666666716337204	0.046966880559921265	0.046966880559921265	9.999999974752427e-07
42	-377.33740234375	-1	3	0	0	0	0.44545450806617737	0.15035486221313477	0.01923076994717121	0.15035492181777954	0.12173912674188614	0.4098360538482666	0.12092393636703491	0.021739130839705467	0.12092390656471252	9.999999974752427e-07
43	-377.33740234375	-1	3	1	0	0	0.44545453786849976	0.15035486221313477	0.01923076994717121	0.15035492181777954	0.12173912674188614	0.4098360538482666	0.12092393636703491	0.021739130839705467	0.12092390656471252	9.999999974752427e-07
44	-377.33740234375	-1	3	0	0	1	0.44545453786849976	0.15035516023635864	0.01923076994717121	0.15035521984100342	0.12173912674188614	0.4098360538482666	0.12092393636703491	0.021739130839705467	0.12092390656471252	9.999999974752427e-07
45	-377.33740234375	-1	3	1	0	1	0.44545453786849976	0.15035629272460938	0.01923076994717121	0.15035635232925415	0.12173912674188614	0.4098360538482666	0.12092393636703491	0.021739130839705467	0.12092390656471252	9.999999974752427e-07
46	-378.8681335449219	-1	3	4	0	0	0.44545453786849976	0.15035486221313477	0.01923076994717121	0.15035492181777954	0.12173912674188614	0.4098360538482666	0.12092393636703491	0.00898994505405426	0.12092390656471252	0.00898994505405426
47	-378.8681335449219	-1	3	4	0	1	0.44545453786849976	0.15035516023635864	0.01923076994717121	0.15035521984100342	0.12173912674188614	0.4098360538482666	0.12092393636703491	0.00898994505405426	0.12092390656471252	0.00898994505405426
48	-379.03717041015625	-1	0	4	2	0	0.44545453786849976	0.23157894611358643	0.04160672426223755	0.04160672426223755	0.12173912674188614	0.4098360538482666	0.1666666716337204	0.024367187172174454	0.024367213249206543	0.02436727285385132
49	-379.03717041015625	-1	0	4	2	1	0.44545453786849976	0.23157894611358643	0.04160672426223755	0.04160672426223755	0.12173912674188614	0.4098360538482666	0.1666666716337204	0.024367187172174454	0.024367213249206543	0.02436727285385132
50	-382.1119689941406	-1	0	0	4	2	0.44545453786849976	0.23157894611358643	0.0667920708656311	0.06679204106330872	0.0667920708656311	0.4098360538482666	0.1666666716337204	0.024367183446884155	0.02436727285385132	0.024367213249206543
51	-382.1119689941406	-1	0	1	4	2	0.44545453786849976	0.23157894611358643	0.0667920708656311	0.06679204106330872	0.0667920708656311	0.4098360538482666	0.1666666716337204	0.024367183446884155	0.02436727285385132	0.024367213249206543
52	-382.2966613769531	-1	3	0	0	2	0.44545453786849976	0.15035486221313477	0.06321549415588379	0.15035492181777954	0.06321555376052856	0.4098360538482666	0.12092393636703491	0.021739130839705467	0.12092390656471252	9.999999974752427e-07
53	-382.2966613769531	-1	3	1	0	2	0.44545453786849976	0.15035486221313477	0.06321549415588379	0.15035492181777954	0.06321555376052856	0.4098360538482666	0.12092393636703491	0.021739130839705467	0.12092390656471252	9.999999974752427e-07
54	-384.06573486328125	1	-1	0	0	0	0.34594348073005676	0.34594348073005676	0.01923076994717121	0.0736842080950737	0.12173912674188614	0.29804274439811707	0.2980427145957947	0.021739130839705467	0.0784313753247261	9.999999974752427e-07
55	-384.06573486328125	1	-1	3	0	0	0.3459434509277344	0.34594348073005676	0.01923076994717121	0.0736842080950737	0.12173912674188614	0.29804274439811707	0.2980427145957947	0.021739130839705467	0.0784313753247261	9.999999974752427e-07
56	-384.10345458984375	-1	3	0	0	3	0.44545453786849976	0.13111209869384766	0.01923076994717121	0.199171245098114	0.06805908679962158	0.4098360538482666	0.12092390656471252	0.021739130839705467	0.1209239661693573	-1.3278622645884752e-08
57	-384.10345458984375	-1	3	1	0	3	0.44545453786849976	0.13111209869384766	0.01923076994717121	0.199171245098114	0.06805908679962158	0.4098360538482666	0.12092390656471252	0.021739130839705467	0.1209239661693573	-1.3278622645884752e-08
58	-384.75048828125	1	-1	0	0	3	0.34594351053237915	0.34594354033470154	0.01923076994717121	0.09875549376010895	0.09875549376010895	0.2980427145957947	0.29804277420043945	0.021739130839705467	0.0784313753247261	9.999999974752427e-07
59	-385.5006103515625	1	-1	3	0	3	0.3459434509277344	0.34594348073005676	0.008829087018966675	0.10374876856803894	0.09491965174674988	0.2980427145957947	0.29804277420043945	0.021739130839705467	0.0784313753247261	9.999999974752427e-07
60	-385.5964660644531	1	-1	4	0	0	0.3459434509277344	0.34594348073005676	0.01923076994717121	0.0736842080950737	0.12173912674188614	0.2980427145957947	0.29804277420043945	0.00898994505405426	0.0784313753247261	0.00898994505405426
61	-385.61029052734375	-1	4	0	1	0	0.44545453786849976	0.17083171010017395	0.01923076994717121	0.0736842080950737	0.17083169519901276	0.4098360538482666	0.0754244327545166	0.021739130839705467	0.07542441785335541	0.0754244327545166
62	-385.61029052734375	-1	4	3	1	0	0.44545453786849976	0.17083171010017395	0.01923076994717121	0.0736842080950737	0.17083169519901276	0.4098360538482666	0.0754244327545166	0.021739130839705467	0.07542441785335541	0.0754244327545166
63	-385.6750793457031	-1	4	1	1	0	0.44545453786849976	0.17083171010017395	0.01923076994717121	0.0736842080950737	0.17083169519901276	0.4098360538482666	0.08431923389434814	0.01823607087135315	0.06608320772647858	0.08431923389434814
64	-386.2812194824219	1	-1	4	0	3	0.3459434509277344	0.34594348073005676	0.01923076994717121	0.09875549376010895	0.09875549376010895	0.2980427145957947	0.29804277420043945	0.00898994505405426	0.0784313753247261	0.00898994505405426
65	-386.31573486328125	-1	4	0	0	0	0.44545453786849976	0.17083171010017395	0.01923076994717121	0.0736842080950737	0.17083169519901276	0.4098360538482666	0.06082320213317871	0.021739130839705467	0.0784313753247261	0.06082332134246826
66	-386.31573486328125	-1	4	1	0	0	0.44545453786849976	0.17083171010017395	0.01923076994717121	0.0736842080950737	0.17083169519901276	0.4098360538482666	0.06082320213317871	0.021739130839705467	0.0784313753247261	0.06082332134246826
67	-386.31573486328125	-1	4	3	0	0	0.44545453786849976	0.17083171010017395	0.01923076994717121	0.0736842080950737	0.17083169519901276	0.4098360538482666	0.06082320213317871	0.021739130839705467	0.0784313753247261	0.06082332134246826
68	-387.638427734375	1	-1	0	2	0	0.3459434509277344	0.34594348073005676	0.04160672426223755	0.04160672426223755	0.12173912674188614	0.2980427145957947	0.29804277420043945	0.046966880559921265	0.046966880559921265	9.999999974752427e-07
69	-388.4720458984375	-1	3	0	4	0	0.44545453786849976	0.1391695737838745	0.01923076994717121	0.1391696333885193	0.13916955888271332	0.4098360538482666	0.0753445029258728	0.021739130839705467	0.07534453272819519	0.07534456253051758
70	-388.4720458984375	-1	3	1	4	0	0.44545453786849976	0.1391695737838745	0.01923076994717121	0.1391696333885193	0.13916955888271332	0.4098360538482666	0.0753445029258728	0.021739130839705467	0.07534453272819519	0.07534456253051758
71	-389.0249938964844	1	-1	0	0	2	0.3459434509277344	0.34594348073005676	0.06321549415588379	0.0736842080950737	0.06321555376052856	0.2980427145957947	0.29804277420043945	0.021739130839705467	0.0784313753247261	9.999999974752427e-07
72	-389.0249938964844	1	-1	3	0	2	0.3459434509277344	0.34594348073005676	0.06321549415588379	0.0736842080950737	0.06321555376052856	0.2980427145957947	0.29804277420043945	0.021739130839705467	0.0784313753247261	9.999999974752427e-07
73	-389.2007751464844	-1	4	0	0	3	0.44545453786849976	0.1391696333885193	0.01923076994717121	0.1391695737838745	0.13916964828968048	0.4098360538482666	0.060505032539367676	0.021739130839705467	0.0784313753247261	0.060505032539367676
74	-389.2007751464844	-1	4	1	0	3	0.44545453786849976	0.1391696333885193	0.01923076994717121	0.1391695737838745	0.13916964828968048	0.4098360538482666	0.060505032539367676	0.021739130839705467	0.0784313753247261	0.060505032539367676
75	-389.3280029296875	-1	2	0	0	1	0.44545453786849976	0.11704546213150024	0.11704546213150024	0.0736842080950737	0.11704549193382263	0.4098360538482666	0.08972311019897461	0.08972311019897461	0.0784313753247261	9.999999974752427e-07
76	-389.369873046875	-1	2	0	1	0	0.44545453786849976	0.11237478256225586	0.11237478256225586	0.0736842080950737	0.12173912674188614	0.4098360538482666	0.08972823619842529	0.08972823619842529	0.0784313753247261	9.999999974752427e-07
77	-389.3700866699219	-1	2	0	0	0	0.44545453786849976	0.11236870288848877	0.11236876249313354	0.0736842080950737	0.12173912674188614	0.4098360538482666	0.08972311019897461	0.08972311019897461	0.0784313753247261	9.999999974752427e-07
78	-389.81610107421875	1	-1	0	0	1	0.3164810836315155	0.3928169310092926	0.01923076994717121	0.0736842080950737	0.07633590698242188	0.2980427145957947	0.29804277420043945	0.021739130839705467	0.0784313753247261	-1.3278622645884752e-08
79	-389.81610107421875	1	-1	3	0	1	0.3164810538291931	0.392816960811615	0.01923076994717121	0.0736842080950737	0.07633596658706665	0.2980427145957947	0.29804277420043945	0.021739130839705467	0.0784313753247261	-1.3278622645884752e-08
80	-389.888427734375	-1	4	0	2	0	0.44545453786849976	0.17083171010017395	0.04160672426223755	0.04160672426223755	0.17083169519901276	0.4098360538482666	0.06082320213317871	0.046966880559921265	0.046966880559921265	0.06082332134246826
81	-389.9486083984375	-1	4	1	2	0	0.44545453786849976	0.17083171010017395	0.04160672426223755	0.04160672426223755	0.17083169519901276	0.4098360538482666	0.06000328063964844	0.04730767011642456	0.04730764031410217	0.06000328063964844
82	-390.0544738769531	-1	2	0	1	3	0.44545453786849976	0.11238300800323486	0.11238306760787964	0.09875442087650299	0.0987544059753418	0.4098360538482666	0.08972823619842529	0.08972823619842529	0.0784313753247261	9.999999974752427e-07
83	-390.0548095703125	-1	2	0	0	3	0.44545453786849976	0.11236870288848877	0.11236876249313354	0.09875549376010895	0.09875549376010895	0.4098360538482666	0.08972311019897461	0.08972311019897461	0.0784313753247261	9.999999974752427e-07
84	-390.3707580566406	-1	3	0	2	0	0.44545453786849976	0.09654629230499268	0.09654611349105835	0.09654632955789566	0.12173912674188614	0.4098360538482666	0.08534562587738037	0.08534568548202515	0.08534560352563858	9.999999974752427e-07
85	-390.3707580566406	-1	2	3	0	0	0.44545453786849976	0.09654533863067627	0.09654539823532104	0.09654548019170761	0.12173912674188614	0.4098360538482666	0.08534729480743408	0.08534735441207886	0.08534742891788483	9.999999974752427e-07
86	-390.4100341796875	-1	3	0	2	1	0.44545453786849976	0.10478341579437256	0.10478323698043823	0.10478326678276062	0.10478338599205017	0.4098360538482666	0.08534562587738037	0.08534568548202515	0.08534560352563858	9.999999974752427e-07
87	-390.4100646972656	-1	2	3	0	1	0.44545453786849976	0.1047813892364502	0.1047813892364502	0.10478124022483826	0.10478135943412781	0.4098360538482666	0.08534729480743408	0.08534735441207886	0.08534742891788483	9.999999974752427e-07
88	-390.5152893066406	1	-1	0	4	0	0.3459434509277344	0.34594348073005676	0.01923076994717121	0.0736842080950737	0.12173912674188614	0.2980427145957947	0.29804277420043945	0.021739130839705467	0.025059819221496582	0.025059878826141357
89	-390.5152893066406	1	-1	3	4	0	0.3459434509277344	0.34594348073005676	0.01923076994717121	0.0736842080950737	0.12173912674188614	0.2980427145957947	0.29804277420043945	0.021739130839705467	0.025059819221496582	0.025059878826141357
90	-390.7132568359375	1	-1	0	2	3	0.3459434509277344	0.34594348073005676	0.06679201126098633	0.06679205596446991	0.0667920708656311	0.2980427145957947	0.29804277420043945	0.046966880559921265	0.046966880559921265	9.999999974752427e-07
91	-390.7496032714844	-1	2	0	1	1	0.44545453786849976	0.14124619960784912	0.14124619960784912	0.050229400396347046	0.09101691842079163	0.4098360538482666	0.08972823619842529	0.08972823619842529	0.0784313753247261	9.999999974752427e-07
92	-391.5589294433594	1	-1	0	1	0	0.32884716987609863	0.3716857433319092	0.01923076994717121	0.04283851385116577	0.12173912674188614	0.28330546617507935	0.3233216106891632	0.021739130839705467	0.04001617431640625	9.999999974752427e-07
93	-391.946533203125	1	-1	3	1	0	0.328860342502594	0.3714417517185211	0.01923076994717121	0.04258149862289429	0.12173912674188614	0.2857167720794678	0.3195728659629822	0.02924928069114685	0.03385615348815918	9.999999974752427e-07
94	-392.428955078125	1	-1	4	2	0	0.3459434509277344	0.34594348073005676	0.04160672426223755	0.04160672426223755	0.12173912674188614	0.2980427145957947	0.29804277420043945	0.024367187172174454	0.024367213249206543	0.02436727285385132
95	-392.9236755371094	1	-1	1	2	0	0.33343178033828735	0.36508437991142273	0.031652431935071945	0.03165245056152344	0.12173912674188614	0.28663820028305054	0.31865158677101135	0.032013483345508575	0.03201347589492798	9.999999974752427e-07
96	-393.08966064453125	1	-1	4	1	0	0.32884716987609863	0.3716857433319092	0.01923076994717121	0.04283851385116577	0.12173912674188614	0.28330546617507935	0.3233216106891632	0.00898994505405426	0.04001617431640625	0.00898994505405426
97	-393.3887634277344	1	-1	0	2	1	0.3164810538291931	0.392816960811615	0.04160672426223755	0.04160672426223755	0.07633596658706665	0.2980427145957947	0.29804277420043945	0.046966880559921265	0.046966880559921265	-1.3278622645884752e-08
98	-394.15106201171875	1	-1	0	1	3	0.3173503279685974	0.39222198724746704	0.01923076994717121	0.07487165927886963	0.07487165927886963	0.28330546617507935	0.3233216106891632	0.021739130839705467	0.04001617431640625	9.999999974752427e-07
99	-395.119140625	-1	0	4	4	0	0.44545453786849976	0.23157894611358643	0.01923076994717121	0.0736842080950737	0.12173912674188614	0.4098360538482666	0.1666666716337204	0.0	0.025060296058654785	0.025060296058654785
